caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The gray cube is front the green cube,The green cube is front the gray cube,front,cube,gray,cube,green,002287.png
The gray cube is front the green cube,The green cube is front the gray cube,front,cube,gray,cube,green,002288.png
The gray cube is front the purple cube,The purple cube is front the gray cube,front,cube,gray,cube,purple,002289.png
The gray cube is front the purple cube,The purple cube is front the gray cube,front,cube,gray,cube,purple,002290.png
The gray cube is front the red cube,The red cube is front the gray cube,front,cube,gray,cube,red,002292.png
The gray cube is front the red cube,The red cube is front the gray cube,front,cube,gray,cube,red,002293.png
The gray cube is front the yellow cube,The yellow cube is front the gray cube,front,cube,gray,cube,yellow,002296.png
The gray cube is front the yellow cube,The yellow cube is front the gray cube,front,cube,gray,cube,yellow,002297.png
The green cube is front the purple cube,The purple cube is front the green cube,front,cube,green,cube,purple,002298.png
The green cube is front the purple cube,The purple cube is front the green cube,front,cube,green,cube,purple,002299.png
The green cube is front the red cube,The red cube is front the green cube,front,cube,green,cube,red,002302.png
The green cube is front the red cube,The red cube is front the green cube,front,cube,green,cube,red,002303.png
The green cube is front the yellow cube,The yellow cube is front the green cube,front,cube,green,cube,yellow,002304.png
The green cube is front the yellow cube,The yellow cube is front the green cube,front,cube,green,cube,yellow,002306.png
The purple cube is front the red cube,The red cube is front the purple cube,front,cube,purple,cube,red,002307.png
The purple cube is front the red cube,The red cube is front the purple cube,front,cube,purple,cube,red,002309.png
The purple cube is front the yellow cube,The yellow cube is front the purple cube,front,cube,purple,cube,yellow,002310.png
The purple cube is front the yellow cube,The yellow cube is front the purple cube,front,cube,purple,cube,yellow,002311.png
The red cube is front the yellow cube,The yellow cube is front the red cube,front,cube,red,cube,yellow,002313.png
The red cube is front the yellow cube,The yellow cube is front the red cube,front,cube,red,cube,yellow,002314.png
The blue cube is front the blue sphere,The blue sphere is front the blue cube,front,cube,blue,sphere,blue,001657.png
The blue cube is front the blue sphere,The blue sphere is front the blue cube,front,cube,blue,sphere,blue,001658.png
The blue cube is front the brown sphere,The brown sphere is front the blue cube,front,cube,blue,sphere,brown,001660.png
The blue cube is front the brown sphere,The brown sphere is front the blue cube,front,cube,blue,sphere,brown,001661.png
The blue cube is front the cyan sphere,The cyan sphere is front the blue cube,front,cube,blue,sphere,cyan,001663.png
The blue cube is front the cyan sphere,The cyan sphere is front the blue cube,front,cube,blue,sphere,cyan,001664.png
The blue cube is front the gray sphere,The gray sphere is front the blue cube,front,cube,blue,sphere,gray,001666.png
The blue cube is front the gray sphere,The gray sphere is front the blue cube,front,cube,blue,sphere,gray,001667.png
The blue cube is front the green sphere,The green sphere is front the blue cube,front,cube,blue,sphere,green,001668.png
The blue cube is front the green sphere,The green sphere is front the blue cube,front,cube,blue,sphere,green,001669.png
The blue cube is front the purple sphere,The purple sphere is front the blue cube,front,cube,blue,sphere,purple,001671.png
The blue cube is front the purple sphere,The purple sphere is front the blue cube,front,cube,blue,sphere,purple,001672.png
The blue cube is front the red sphere,The red sphere is front the blue cube,front,cube,blue,sphere,red,001675.png
The blue cube is front the red sphere,The red sphere is front the blue cube,front,cube,blue,sphere,red,001676.png
The blue cube is front the yellow sphere,The yellow sphere is front the blue cube,front,cube,blue,sphere,yellow,001677.png
The blue cube is front the yellow sphere,The yellow sphere is front the blue cube,front,cube,blue,sphere,yellow,001678.png
The brown cube is front the blue sphere,The blue sphere is front the brown cube,front,cube,brown,sphere,blue,001680.png
The brown cube is front the blue sphere,The blue sphere is front the brown cube,front,cube,brown,sphere,blue,001682.png
The brown cube is front the brown sphere,The brown sphere is front the brown cube,front,cube,brown,sphere,brown,001683.png
The brown cube is front the brown sphere,The brown sphere is front the brown cube,front,cube,brown,sphere,brown,001685.png
The brown cube is front the cyan sphere,The cyan sphere is front the brown cube,front,cube,brown,sphere,cyan,001686.png
The brown cube is front the cyan sphere,The cyan sphere is front the brown cube,front,cube,brown,sphere,cyan,001688.png
The brown cube is front the gray sphere,The gray sphere is front the brown cube,front,cube,brown,sphere,gray,001690.png
The brown cube is front the gray sphere,The gray sphere is front the brown cube,front,cube,brown,sphere,gray,001691.png
The brown cube is front the green sphere,The green sphere is front the brown cube,front,cube,brown,sphere,green,001692.png
The brown cube is front the green sphere,The green sphere is front the brown cube,front,cube,brown,sphere,green,001693.png
The brown cube is front the purple sphere,The purple sphere is front the brown cube,front,cube,brown,sphere,purple,001696.png
The brown cube is front the purple sphere,The purple sphere is front the brown cube,front,cube,brown,sphere,purple,001697.png
The brown cube is front the red sphere,The red sphere is front the brown cube,front,cube,brown,sphere,red,001699.png
The brown cube is front the red sphere,The red sphere is front the brown cube,front,cube,brown,sphere,red,001700.png
The brown cube is front the yellow sphere,The yellow sphere is front the brown cube,front,cube,brown,sphere,yellow,001702.png
The brown cube is front the yellow sphere,The yellow sphere is front the brown cube,front,cube,brown,sphere,yellow,001703.png
The cyan cube is front the blue sphere,The blue sphere is front the cyan cube,front,cube,cyan,sphere,blue,001705.png
The cyan cube is front the blue sphere,The blue sphere is front the cyan cube,front,cube,cyan,sphere,blue,001706.png
The cyan cube is front the brown sphere,The brown sphere is front the cyan cube,front,cube,cyan,sphere,brown,001708.png
The cyan cube is front the brown sphere,The brown sphere is front the cyan cube,front,cube,cyan,sphere,brown,001709.png
The cyan cube is front the cyan sphere,The cyan sphere is front the cyan cube,front,cube,cyan,sphere,cyan,001711.png
The cyan cube is front the cyan sphere,The cyan sphere is front the cyan cube,front,cube,cyan,sphere,cyan,001712.png
The cyan cube is front the gray sphere,The gray sphere is front the cyan cube,front,cube,cyan,sphere,gray,001713.png
The cyan cube is front the gray sphere,The gray sphere is front the cyan cube,front,cube,cyan,sphere,gray,001714.png
The cyan cube is front the green sphere,The green sphere is front the cyan cube,front,cube,cyan,sphere,green,001716.png
The cyan cube is front the green sphere,The green sphere is front the cyan cube,front,cube,cyan,sphere,green,001717.png
The cyan cube is front the purple sphere,The purple sphere is front the cyan cube,front,cube,cyan,sphere,purple,001720.png
The cyan cube is front the purple sphere,The purple sphere is front the cyan cube,front,cube,cyan,sphere,purple,001721.png
The cyan cube is front the red sphere,The red sphere is front the cyan cube,front,cube,cyan,sphere,red,001723.png
The cyan cube is front the red sphere,The red sphere is front the cyan cube,front,cube,cyan,sphere,red,001724.png
The cyan cube is front the yellow sphere,The yellow sphere is front the cyan cube,front,cube,cyan,sphere,yellow,001725.png
The cyan cube is front the yellow sphere,The yellow sphere is front the cyan cube,front,cube,cyan,sphere,yellow,001727.png
The gray cube is front the blue sphere,The blue sphere is front the gray cube,front,cube,gray,sphere,blue,001728.png
The gray cube is front the blue sphere,The blue sphere is front the gray cube,front,cube,gray,sphere,blue,001729.png
The gray cube is front the brown sphere,The brown sphere is front the gray cube,front,cube,gray,sphere,brown,001731.png
The gray cube is front the brown sphere,The brown sphere is front the gray cube,front,cube,gray,sphere,brown,001732.png
The gray cube is front the cyan sphere,The cyan sphere is front the gray cube,front,cube,gray,sphere,cyan,001734.png
The gray cube is front the cyan sphere,The cyan sphere is front the gray cube,front,cube,gray,sphere,cyan,001735.png
The gray cube is front the gray sphere,The gray sphere is front the gray cube,front,cube,gray,sphere,gray,001737.png
The gray cube is front the gray sphere,The gray sphere is front the gray cube,front,cube,gray,sphere,gray,001739.png
The gray cube is front the green sphere,The green sphere is front the gray cube,front,cube,gray,sphere,green,001740.png
The gray cube is front the green sphere,The green sphere is front the gray cube,front,cube,gray,sphere,green,001742.png
The gray cube is front the purple sphere,The purple sphere is front the gray cube,front,cube,gray,sphere,purple,001744.png
The gray cube is front the purple sphere,The purple sphere is front the gray cube,front,cube,gray,sphere,purple,001745.png
The gray cube is front the red sphere,The red sphere is front the gray cube,front,cube,gray,sphere,red,001746.png
The gray cube is front the red sphere,The red sphere is front the gray cube,front,cube,gray,sphere,red,001747.png
The gray cube is front the yellow sphere,The yellow sphere is front the gray cube,front,cube,gray,sphere,yellow,001749.png
The gray cube is front the yellow sphere,The yellow sphere is front the gray cube,front,cube,gray,sphere,yellow,001750.png
The green cube is front the blue sphere,The blue sphere is front the green cube,front,cube,green,sphere,blue,001753.png
The green cube is front the blue sphere,The blue sphere is front the green cube,front,cube,green,sphere,blue,001754.png
The green cube is front the brown sphere,The brown sphere is front the green cube,front,cube,green,sphere,brown,001755.png
